,County,lowaccess_pop_2015,lowaccess_children_2015,lowaccess_seniors_2015,lowaccess_pop_2010,lowaccess_children_2010,lowaccess_seniors_2010,State_y,Adult_diabetes_2008,Adult_diabetes_2013,Adult_obesity_2008,Adult_diabetes_2013,Grocery_2009,Grocery_2014,Conv_2009,Conv_2014,SNAP_2012,SNAP_2016,State_y,White_2010,Black_2010,Hispanic_2010,Asian_2010,AmericanIndian_2010,PacificIslander_2010,65older_2010,18younger_2010,poverty_2015,childpov_2015,FastFood_2009,FastFood_2014,FullServiceRestaurant_2009,FullServiceRestaurant_2014
0,Adams,15.41878121,3.72922892,2.741821363,15.6553845,3.7919028389999996,2.759028517,IL,9.0,10.1,26.5,10.1,0.164083593,0.149280468,0.43258401799999996,0.447841404,0.739120298,0.720958875,IL,93.01223492,3.409683621,1.156431158,0.640805925,0.14902463400000002,0.017882956000000002,17.50592373,23.04069863,13.4,18.9,0.43258401799999996,0.47769749799999994,0.686167753,0.850898668
1,Alexander,21.21933856,4.556304155,3.195802824,46.84214142,9.093091641000001,7.604915138,IL,11.0,11.4,28.2,11.4,0.241109102,0.266951415,0.361663653,0.53390283,0.774393392,1.00339611,IL,60.48798252,35.29983006,1.8815246419999998,0.19422189899999998,0.303471716,0.07283321200000001,16.95799951,22.88176742,28.6,52.2,0.120554551,0.0,0.482218204,0.53390283
2,Bond,7.212030348,1.655418215,1.3819081919999998,11.71199872,2.785814377,1.8837345630000002,IL,8.8,10.0,27.9,10.0,0.169042655,0.0579072,0.563475517,0.636979559,0.972946422,0.891583452,IL,88.90702386,5.971409275,3.078568213,0.377082395,0.427735254,0.016884286000000002,15.03264295,20.5425484,14.8,19.1,0.33808531,0.405350628,0.845213275,0.7527940240000001
3,Boone,21.06437327,6.245173922999999,2.112473695,16.73399871,5.018842631,1.605491425,IL,7.2,9.4,27.0,9.4,0.16619271,0.092817762,0.406248846,0.389834599,0.5345445560000001,0.632363294,IL,75.24600757,1.8019015969999999,20.24739223,1.231422505,0.125542324,0.02769316,11.74928459,28.95596788,10.3,14.5,0.480112272,0.48265236,0.313919563,0.33414394199999997
4,Brown,23.96799448,0.43376686700000006,1.24232685,27.53991941,0.406264184,0.5230179739999999,IL,7.9,8.2,28.1,8.2,0.287232515,0.292740047,0.574465029,0.43911007,0.5785363029999999,0.591540964,IL,74.83061842,18.37970304,5.7950122529999994,0.230647254,0.144154534,0.028830907000000003,12.38287444,16.05881505,16.7,15.8,0.287232515,0.43911007,0.43084877200000005,0.292740047
5,Bureau,35.76844743,8.196068008,7.063552252000001,35.68761914,8.196220253,6.966413267999999,IL,9.0,11.3,26.7,11.3,0.08557248,0.14775413699999998,0.45638655899999997,0.620567376,0.730802475,0.6619902670000001,IL,89.97941563,0.546057522,7.7048430439999995,0.628966779,0.180113214,0.017153639,18.08565384,23.31465493,12.6,19.3,0.37081408,0.354609929,1.1124422390000002,0.8274231679999999
6,Calhoun,11.34807162,2.349908269,2.465091258,15.56685315,3.155753568,3.370428747,IL,9.6,11.4,26.7,11.4,0.590318772,0.605326877,0.196772924,0.0,0.997207818,0.612995505,IL,98.27078011,0.117901356,0.7860090390000001,0.235802712,0.176852034,0.0,20.121831399999998,21.87070151,11.6,15.5,0.196772924,0.201775626,2.164502165,2.4213075059999998
7,Carroll,18.72604886,4.205772372,3.815754863,11.96714225,2.574128646,2.615061027,IL,9.6,12.2,26.7,12.2,0.19384854,0.20387359800000002,0.7753941590000001,0.611620795,0.693935558,0.848293097,IL,94.85929681,0.7928771040000001,2.8400597910000003,0.344446611,0.227464743,0.012997985,21.19971404,20.54331579,10.7,19.3,0.7107779790000001,0.679578661,0.581545619,0.88345226
8,Cass,11.2013936,2.6927893939999996,1.902380767,10.76064393,2.577327899,1.7528473269999998,IL,8.6,10.6,27.6,10.6,0.36702635200000006,0.38005472799999995,0.734052705,0.836120401,1.162093267,1.183338593,IL,79.38718663,2.7781850169999998,16.79372526,0.31520304899999996,0.109954552,0.007330303000000001,15.70151004,24.93036212,12.2,18.1,0.513836893,0.608087565,0.954268516,0.608087565
9,Champaign,15.77293879,3.777235775,1.6026754930000002,14.63565073,3.723767805,1.564395814,IL,7.4,7.4,26.8,7.4,0.15502480400000002,0.168973558,0.335053609,0.32829148399999997,0.628045941,0.683319019,IL,70.85204470000001,12.21050224,5.274988686,8.891441757,0.17903233,0.06415325200000001,9.979063164,19.43445676,20.1,18.3,0.77512402,0.830384342,0.815130421,0.8496956059999999
10,Christian,11.02554784,1.762018223,1.618441702,10.06403888,1.5887111919999999,1.343228724,IL,8.9,10.5,27.1,10.5,0.229832222,0.206538416,0.48839347299999997,0.619615248,0.904594184,0.990723228,IL,95.77873563,1.4137931030000002,1.353448276,0.474137931,0.117816092,0.020114943,17.51724138,22.34482759,12.7,19.2,0.48839347299999997,0.501593296,0.689496667,0.796648177
11,Clark,8.75892972,1.8537511969999998,1.711012776,8.673801026,1.8501640369999999,1.693231514,IL,9.0,11.5,27.4,11.5,0.182581705,0.185414091,0.547745116,0.43263288,0.8174470970000001,0.8104320909999999,IL,97.49005204,0.293847567,1.05295378,0.330578512,0.146923783,0.018365473,18.0348944,22.76094276,13.8,21.5,0.669466253,0.927070457,1.095490232,0.927070457
12,Clay,15.58998421,3.651293183,2.351363278,15.44332998,3.612811413,2.349885231,IL,8.9,10.8,27.4,10.8,0.289309996,0.147928994,0.361637495,0.517751479,1.095694707,0.9147869670000001,IL,97.20593558,0.311255881,1.093014839,0.456026059,0.217155266,0.0,17.86463988,22.90264206,14.5,21.1,0.506292492,0.591715976,0.7232749890000001,0.73964497
13,Clinton,15.17154384,2.772758165,1.5910661469999998,11.08663177,1.793659045,0.9018286759999999,IL,8.5,8.7,27.6,8.7,0.293654395,0.23773674600000003,0.640700499,0.607549462,0.961176357,1.013809006,IL,92.06609819,3.503522059,2.8017583810000004,0.442243525,0.21185318600000003,0.029129812999999997,14.453683600000002,22.726550500000002,8.5,12.0,0.560612937,0.47547349200000005,0.77417977,0.9773621790000001
14,Coles,15.37545209,3.481577215,2.784469865,14.842555800000001,3.394641475,2.6031066380000003,IL,7.4,8.9,26.6,8.9,0.09326270199999999,0.150037509,0.37305081,0.318829707,0.6740595779999999,0.7243884890000001,IL,91.56720435,3.753271583,2.143931097,0.9708017,0.146641175,0.018562174,13.793551500000001,18.45451339,21.8,24.5,0.76475416,0.731432858,0.746101619,0.825206302
15,Cook,7.194721403,1.730272945,0.9985287690000001,7.992797225,1.95315278,1.081322006,IL,8.7,8.5,25.2,8.5,0.27018014100000004,0.284573053,0.250881559,0.256935348,0.715031993,0.6670351370000001,IL,43.85949073,24.36683719,23.96226905,6.138382093,0.128631724,0.020078253,11.94163254,23.72198453,16.2,23.5,0.763258897,0.835039882,0.681818884,0.726776323
16,Crawford,14.878403599999999,2.1042160930000002,1.254762995,14.770000699999999,2.077108173,1.2435992329999999,IL,8.7,10.6,27.2,10.6,0.251952633,0.25782498800000003,0.40312421299999995,0.41251998100000004,0.7355442179999999,0.77688005,IL,91.92107786,4.6576171969999995,1.826714437,0.504617248,0.211939244,0.035323207,16.83403139,20.45213705,13.4,20.2,0.453514739,0.618779972,0.655076846,0.567214974
17,Cumberland,,,,0.831333691,0.207114093,0.070725571,IL,9.0,11.1,27.4,11.1,0.181093807,0.276931598,0.36218761299999996,0.461552663,0.7293946020000001,0.882605759,IL,97.891021,0.316799421,0.678855902,0.22628530100000002,0.153874004,0.0,16.63649529,23.51556843,12.0,17.5,0.36218761299999996,0.276931598,0.54328142,0.461552663
18,DeKalb,28.31506194,5.260339243,2.089253202,25.11849579,5.018164412,1.7801202569999999,IL,6.9,8.3,26.6,8.3,0.142658779,0.09482088300000001,0.37091282600000003,0.39824771,0.5173313979999999,0.626626358,IL,79.71186763,6.256181057,10.12457208,2.282236592,0.12076835300000001,0.018067706,9.829783188,22.33739064,16.2,16.3,0.7228044809999999,0.711156625,0.66574097,0.663746183
19,De Witt,3.943839188,0.9539352990000001,0.517520666,4.3246878980000005,1.038723095,0.580685466,IL,8.6,10.8,26.8,10.8,0.241867215,0.184229919,0.302334019,0.429869811,0.856963206,0.9244422529999999,IL,95.73697241,0.495139182,2.13755208,0.350220397,0.138880502,0.024153131,16.71396655,23.07831653,11.6,19.3,0.48373443,0.491279784,0.907002056,0.859739622
20,Douglas,9.865965972,2.260076453,1.923534714,9.865965972,2.260076453,1.923534714,IL,8.7,10.8,28.3,10.8,0.551406086,0.5027904870000001,0.451150434,0.553069536,0.8730838329999999,1.052810324,IL,92.22722723,0.265265265,6.056056056,0.41041041,0.155155155,0.0,15.78578579,25.895895899999996,10.2,16.3,0.701789563,0.8547438279999999,1.002556519,1.0055809740000001
21,DuPage,23.58672077,5.873968604,2.5667361669999997,27.31796236,6.726458915,3.1555263630000003,IL,7.5,8.1,24.6,8.1,0.188445239,0.181192828,0.33744845100000004,0.32378836699999997,0.432567123,0.47012234799999997,IL,70.46712705,4.474089456000001,13.25147995,10.01097147,0.108187811,0.01864931,11.60379704,24.80358241,7.1,9.2,0.876489484,0.903819845,0.7680239109999999,0.7483585429999999
22,Edgar,35.98344093,7.599952589,7.450764489,36.3108662,7.6595863170000005,7.519444165,IL,9.5,10.1,27.5,10.1,0.160702807,0.168152009,0.589243625,0.560506698,0.659666868,0.796994193,IL,97.66365202,0.339147287,1.00667528,0.17764857899999997,0.123815676,0.016149871,18.67463394,22.18453919,13.9,22.6,0.535676023,0.448405358,0.535676023,0.784709377
23,Edwards,18.49959986,4.671636311,2.9872605439999997,18.49959986,4.671636311,2.9872605439999997,IL,9.1,10.5,27.2,10.5,0.449438202,0.45337766399999996,0.599250936,0.755629439,1.196888091,1.533036946,IL,97.53012945,0.44636214799999996,0.877845559,0.312453504,0.11902990599999999,0.0,17.720577300000002,22.853742,11.3,15.9,0.898876404,0.755629439,0.149812734,0.45337766399999996
24,Effingham,17.14316886,4.358445495,2.810337347,17.11233227,4.345800403,2.808696648,IL,8.6,10.7,27.1,10.7,0.262582057,0.203962704,0.5543398979999999,0.728438228,0.696203146,0.8457899529999999,IL,96.82553589,0.221949652,1.743472928,0.42929735399999996,0.070089364,0.020442731000000002,15.17434729,24.65393377,9.8,14.1,0.904449307,0.9906759909999999,0.64186725,0.757575758
25,Fayette,34.59701182,8.338042519,5.753024654,32.10517643,7.808529419,5.403143805,IL,8.3,10.3,26.9,10.3,0.362171216,0.228623685,0.452714021,0.457247371,0.7911631990000001,0.753438279,IL,92.97651309999999,4.376693767,1.3730803969999998,0.212285456,0.149051491,0.018066847,16.16982836,22.47515808,18.5,29.8,0.452714021,0.32007316,0.8601566390000001,1.051668953
26,Ford,18.39287479,4.457541074,3.287446328,18.34512484,4.4428320789999995,3.277640331,IL,9.3,10.6,27.5,10.6,0.213007668,0.21917007600000002,0.568020449,0.584453536,0.880449267,0.95150399,IL,96.01590796,0.553937931,2.087919892,0.25566366,0.22725658699999998,0.0,18.69895604,23.76961864,11.3,18.1,0.852030673,0.43834015200000004,0.9230332290000001,1.46113384
27,Franklin,10.7227956,2.409963647,2.0649070519999997,11.16014066,2.486941361,2.16031579,IL,9.5,11.6,27.0,11.6,0.151967985,0.126868133,0.582543944,0.68508792,1.036194923,1.104556134,IL,96.94648769999999,0.298273552,1.200677435,0.30838452,0.232552261,0.007583225999999999,18.39690604,22.65109578,18.7,28.2,0.582543944,0.558219786,0.7345119290000001,0.811956053
28,Fulton,17.0016241,3.9989473510000004,2.8963796810000004,12.44705025,2.8169295610000002,2.249616938,IL,8.9,11.6,27.4,11.6,0.242653006,0.13886188800000002,0.485306012,0.5554475520000001,0.779878675,0.8277990390000001,IL,92.79182066,3.420647981,2.417114031,0.299441582,0.221209097,0.005395344,18.05282042,20.91505031,14.9,21.0,0.485306012,0.5554475520000001,0.94365058,0.9720332159999999
29,Gallatin,75.23049582,15.83262725,15.53238471,86.88582599,18.48496294,17.55255175,IL,9.5,10.8,26.7,10.8,0.0,0.0,0.532765051,0.945000945,0.8594229590000001,0.223842415,IL,97.10144928,0.21470746100000002,1.180891036,0.08946144199999999,0.25049203800000003,0.0,20.48667025,21.18446949,17.9,27.7,0.17758835,0.0,0.532765051,0.945000945
30,Greene,11.92694913,2.803651967,2.021353785,1.8717172519999998,0.43112987,0.30911278,IL,9.2,11.5,28.2,11.5,0.359040643,0.37218996600000004,0.574465029,0.669941938,0.859359654,0.9547086229999999,IL,97.34264727,0.8569782509999999,0.82817226,0.115223967,0.144029958,0.014402996000000001,17.19717701,23.03039032,16.6,23.4,0.359040643,0.297751973,0.646273158,0.669941938
31,Grundy,18.59072647,5.007963013,1.9800669969999998,18.22927662,4.8949435569999995,1.952343554,IL,7.5,8.6,28.4,8.6,0.12071948800000001,0.099157164,0.402398294,0.35696579100000003,0.608248311,0.670803841,IL,88.93993568,1.15254779,8.181691069,0.635199648,0.135828856,0.023969797999999997,11.07804167,27.27962767,7.7,10.2,0.623717355,0.753594447,0.563357611,0.5156172529999999
32,Hamilton,14.11400245,3.279275218,2.34405108,18.29381406,4.217789207,3.390983157,IL,9.5,11.1,27.0,11.1,0.23674242399999998,0.120540019,0.355113636,0.36162005799999997,0.97570689,0.9924327009999999,IL,97.36313113,0.36656024600000003,1.241575027,0.224665957,0.118245241,0.0,19.75877971,22.83315597,13.0,22.4,0.591856061,0.36162005799999997,0.710227273,0.482160077
33,Hancock,38.44182571,8.823085821,7.331501571,53.41705755,12.03810825,10.51472184,IL,9.2,11.2,26.6,11.2,0.314465409,0.215470804,0.6813417190000001,0.754147813,1.2086884409999998,1.067106116,IL,97.41938861,0.266959799,0.968383585,0.235552764,0.177973199,0.05757956400000001,19.817839199999998,21.96922111,12.7,19.0,0.419287212,0.538677009,0.524109015,0.269338505
34,Hardin,16.5443611,2.952387033,3.522002879,23.72767772,4.337967235,5.369472901,IL,9.1,13.0,27.2,13.0,0.23020257800000002,0.242189392,0.460405157,0.968757568,0.939408173,0.310636183,IL,96.55092593,0.300925926,1.296296296,0.509259259,0.601851852,0.115740741,20.32407407,20.27777778,20.6,35.6,0.23020257800000002,0.0,1.8416206259999999,1.453136353
35,Henderson,1.358487781,0.28794621800000003,0.17595460000000002,1.390885103,0.29666761399999997,0.187153309,IL,9.5,11.8,27.7,11.8,0.272479564,0.28918449999999996,0.68119891,0.722961249,0.721756827,0.727907992,IL,97.29914064,0.204610558,1.077615605,0.204610558,0.204610558,0.068203519,20.89755831,20.36557086,11.5,18.8,0.136239782,0.28918449999999996,0.544959128,0.43377675
36,Henry,18.50815334,4.666638216,3.0897547239999996,18.72207177,4.72577221,2.886954479,IL,8.8,11.1,27.0,11.1,0.257242362,0.181323663,0.633211968,0.564118062,0.8008506959999999,0.886093074,IL,92.09087668,1.5093293190000001,4.757754625,0.362476726,0.11884482800000001,0.025749712999999997,17.08196332,23.95713663,10.7,14.7,0.45512110200000006,0.463382694,0.751939212,0.765588798
37,Iroquois,21.85715374,5.386236759,3.96093064,14.09073792,3.4621984930000003,2.510468457,IL,9.3,12.4,27.7,12.4,0.26789003100000003,0.277017902,0.502293808,0.45015409100000003,0.817943456,0.905861039,IL,92.42546605,0.784036611,5.330102968,0.34322632700000005,0.141328488,0.0033649640000000002,18.934652399999997,23.60522242,13.3,20.1,0.7032113320000001,0.727171993,0.8036700929999999,0.5886630420000001
38,Jackson,21.99840575,4.6294145669999995,2.999952786,23.64813566,5.010683541000001,3.3748577330000002,IL,7.3,9.0,26.9,9.0,0.201126307,0.234596243,0.41901314,0.33513749,0.704721635,0.874808901,IL,75.96731874,14.09545319,3.990501179,3.138596433,0.292271414,0.046497725,11.6277525,17.83187751,23.5,29.7,0.670421024,0.603247482,1.022392062,0.8043299759999999
39,Jasper,14.94266102,3.686400489,2.741481973,15.50838825,3.80097403,2.8169718039999996,IL,9.0,10.2,27.1,10.2,0.103082156,0.10391769699999999,0.515410782,0.415670789,0.7367727620000001,0.725321588,IL,98.13363580000001,0.103114044,0.814600949,0.24747370600000002,0.12373685300000001,0.020622809,17.41596205,22.72633533,12.0,16.7,0.515410782,0.519588486,0.618492939,0.415670789
40,Jefferson,22.01518014,4.72314628,3.4621998339999998,22.39924708,4.796371018,3.520965654,IL,9.0,11.1,27.9,11.1,0.128303823,0.25951108100000003,0.436233,0.389266622,0.867338154,0.855867568,IL,87.35931182,8.226234321,2.057846344,0.633579725,0.17771138600000003,0.018028691,16.19491591,22.13923301,16.7,26.5,0.6415191170000001,0.7785332429999999,0.718501411,0.6487777029999999
41,Jersey,15.65233166,3.41653973,3.040689655,15.19890218,3.3256850310000003,2.979117791,IL,8.3,10.4,26.6,10.4,0.173460538,0.177218555,0.303555941,0.310132471,0.527658078,0.681044268,IL,96.93713291,0.38720904899999997,0.9658472920000001,0.330650424,0.226234501,0.026103981000000002,15.68414183,22.79312595,11.4,16.4,0.563746748,0.575960303,0.650477016,0.930397413
42,Jo Daviess,19.94055632,4.405152491,3.985995917,19.94528696,4.405546711,3.985995917,IL,9.2,13.0,26.3,13.0,0.308573948,0.179742968,0.617147895,0.49429316100000004,0.37695685,0.57035676,IL,95.60366875,0.440955993,2.685421995,0.317488315,0.127877238,0.030866919,21.30699356,20.79107505,9.4,13.5,0.52898391,0.40442167700000003,1.719197708,1.797429676
43,Johnson,21.11929666,2.505298771,2.049828519,17.65442938,1.701813961,1.429961429,IL,8.2,10.5,27.4,10.5,0.158679784,0.15871756199999998,0.634719137,0.396793905,0.6334900729999999,0.7879915259999999,IL,87.87156255,7.979653473,2.988396121,0.166905103,0.151009378,0.007947862,17.22301701,19.4007312,14.3,19.5,0.238019676,0.396793905,0.47603935299999994,0.476152686
44,Kane,18.48856118,5.26040316,1.751087624,19.67953323,5.3264762260000005,2.068385865,IL,7.1,7.7,27.9,7.7,0.150604472,0.151714564,0.240575974,0.252225463,0.43605550600000004,0.48193111,IL,59.00820736,5.39892755,30.73928375,3.397254638,0.11469737199999999,0.02522954,9.643506596,28.95380859,10.8,16.1,0.639580029,0.6163404170000001,0.56134394,0.597376097
45,Kankakee,12.75300929,3.646235895,1.6525068719999998,14.96710129,4.222210339,1.890256497,IL,9.0,9.1,28.2,9.1,0.194506087,0.215488215,0.39785336,0.430976431,0.737939372,0.8787239720000001,IL,73.35278407,14.98294388,8.96173611,0.90789694,0.164831775,0.028206507000000002,13.43070455,25.34530935,15.2,22.3,0.689612491,0.691358025,0.556994704,0.6015712679999999
46,Kendall,15.66282905,4.654407257,1.488404279,24.098016100000002,7.17865766,2.0920939990000003,IL,6.0,8.3,24.9,8.3,0.11556582800000001,0.074165637,0.160014223,0.238978162,0.373255437,0.40097838700000005,IL,74.21907684,5.528343327000001,15.5992888,2.9659392,0.11243201800000001,0.024403849,7.305466462,31.43390043,4.8,6.6,0.471152991,0.585084466,0.44448395399999996,0.46147507200000004
47,Knox,17.97079579,3.6516858689999996,2.82260757,13.97319508,2.618864576,2.2509072430000003,IL,9.2,9.8,28.1,9.8,0.170399682,0.192052853,0.321866066,0.307284565,0.732099451,0.811443978,IL,85.2850583,7.069294582,4.833802604,0.6254842310000001,0.141726034,0.013227763,18.447060600000004,20.55972335,17.2,26.8,0.700532026,0.7490061259999999,0.7762652179999999,0.787416697
48,Lake,35.26383711,9.113847586,3.6555617380000003,36.16821914,9.676525544,4.044781755,IL,7.6,8.4,24.8,8.4,0.171173767,0.161659477,0.276730923,0.29070344600000003,0.446860935,0.48953578700000006,IL,65.20622294,6.679678504,19.89972451,6.248240843,0.150399027,0.032411132,10.39046885,27.3891127,9.0,12.3,0.763149711,0.7728457459999999,0.661871899,0.689179876
49,LaSalle,20.70865476,4.958036254,3.192025812,23.41669203,5.589377646,3.6376119989999998,IL,9.1,10.4,27.1,10.4,0.21052816300000002,0.188779317,0.473688366,0.530379986,0.803289282,0.838289257,IL,88.25620589,1.846845265,8.018503564,0.6627225170000001,0.175555634,0.011411116,16.39514062,23.01358801,12.9,19.6,0.657900508,0.620274899,1.017552786,1.1326759020000001
